cycle,range_bin,doppler_bin,output_hex
3591195000,63,9,fff90013
3591205000,63,10,0103008f
3591215000,63,11,ffd4fedf
3591225000,63,12,ff4f00f9
3591235000,63,13,00d9ff13
3591245000,63,14,ff460086
3591255000,63,15,00420000
3593135000,63,16,0007000b
3593145000,63,17,0007fff6
3593155000,63,18,ffc1ffc3
3593165000,63,19,006e001b
3593175000,63,20,ffefff47
3593185000,63,21,fff501c2
3593195000,63,22,00dafeaa
3593205000,63,23,ffd2000b
3593215000,63,24,fe430095
3593225000,63,25,01bdfdee
3593235000,63,26,0089022d
3593245000,63,27,ff80ff81
3593255000,63,28,ff93002d
3593265000,63,29,0057ff9e
3593275000,63,30,0060fff2
3593285000,63,31,ffc00005
3595165000,0,0,ff85ffe1
3595175000,0,1,003a0000
3595185000,0,2,ffc00020
3595195000,0,3,0096ff8d
3595205000,0,4,ff3000b2
3595215000,0,5,00e7fefe
3595225000,0,6,000a01aa
3595235000,0,7,fee2ffc2
3595245000,0,8,0195fe0d
3595255000,0,9,fd5a0214
3595265000,0,10,0214fe5c
3595275000,0,11,ffa4014d
3595285000,0,12,0046ff38
3595295000,0,13,ff7d006a
3595305000,0,14,ffd2ff52
3595315000,0,15,00ac0098
3597195000,0,16,0048fff3
3597205000,0,17,ffb9fff9
3597215000,0,18,0097005d
3597225000,0,19,ff19ff52
3597235000,0,20,0104001d
3597245000,0,21,fec2ff34
3597255000,0,22,01a40096
3597265000,0,23,ff4e009e
3597275000,0,24,ffd0fecf
3597285000,0,25,01b1fef1
3597295000,0,26,fed70251
3597305000,0,27,0003ff0c
3597315000,0,28,00c80015
3597325000,0,29,ff48002e
3597335000,0,30,00c20068
3597345000,0,31,ff6affa8
3599225000,1,0,ffad0033
3599235000,1,1,0001ffb8
3599245000,1,2,ffd4ffdc
3599255000,1,3,00c70069
3599265000,1,4,fe83ff57
3599275000,1,5,0132009a
3599285000,1,6,001300e0
3599295000,1,7,fff0ff60
3599305000,1,8,ff1dfe55
3599315000,1,9,010702ae
3599325000,1,10,ff1efe04
3599335000,1,11,008500cb
3599345000,1,12,ffebffb9
3599355000,1,13,005e0080
3599365000,1,14,fed3ffa0
3599375000,1,15,011cfff4
3601255000,1,16,fffbfff9
3601265000,1,17,00910012
3601275000,1,18,ff76fff6
3601285000,1,19,003bff5e
3601295000,1,20,ff980126
3601305000,1,21,00f8ff87
3601315000,1,22,ff3bff05
3601325000,1,23,002201a0
3601335000,1,24,000fff85
3601345000,1,25,008dff02
3601355000,1,26,ff3400e8
3601365000,1,27,000d0008
3601375000,1,28,0012ff68
3601385000,1,29,0056fff1
3601395000,1,30,00b70139
3601405000,1,31,ff2aff76
3603285000,2,0,ffd30001
3603295000,2,1,fff2000f
3603305000,2,2,0034ffd1
3603315000,2,3,feda00a6
3603325000,2,4,0206fede
3603335000,2,5,fec800f6
3603345000,2,6,00ab0040
3603355000,2,7,ffae00e5
3603365000,2,8,000bfdc7
3603375000,2,9,019200eb
3603385000,2,10,fd78ff85
3603395000,2,11,014c0048
3603405000,2,12,000800a6
3603415000,2,13,fec8fef8
3603425000,2,14,00dd004e
3603435000,2,15,fff80015
3605315000,2,16,0006001c
3605325000,2,17,005dffe1
3605335000,2,18,ffa20018
3605345000,2,19,0031ffa7
3605355000,2,20,002400b4
3605365000,2,21,0069ff47
3605375000,2,22,ff69fff2
3605385000,2,23,0003007e
3605395000,2,24,0142ff12
3605405000,2,25,ffa7ffff
3605415000,2,26,00560022
3605425000,2,27,ff2d00c5
3605435000,2,28,00f0fed2
3605445000,2,29,ffeb0051
3605455000,2,30,004b00f8
3605465000,2,31,ff9fff56
3607345000,3,0,ffd7004b
3607355000,3,1,ff94ff7e
3607365000,3,2,00c9ffb0
3607375000,3,3,ff20013e
3607385000,3,4,0113fe42
3607395000,3,5,000b0202
3607405000,3,6,fdc8fe01
3607415000,3,7,01e500f0
3607425000,3,8,ff010115
3607435000,3,9,012afec6
3607445000,3,10,ffcb0142
3607455000,3,11,fed0fef6
3607465000,3,12,01350096
3607475000,3,13,ffc3ff56
3607485000,3,14,ff4c004d
3607495000,3,15,00d7ffc8
3609375000,3,16,0017fff5
3609385000,3,17,ffdc0012
3609395000,3,18,0055fffd
3609405000,3,19,ffdd00da
3609415000,3,20,ff47ff20
3609425000,3,21,00c50068
3609435000,3,22,ff7200bd
3609445000,3,23,008aff44
3609455000,3,24,ff070059
3609465000,3,25,00a6ff7e
3609475000,3,26,0013010b
3609485000,3,27,fee3ff56
3609495000,3,28,006bff7e
3609505000,3,29,fff1003c
3609515000,3,30,00de0077
3609525000,3,31,ff16ffc0
3611405000,4,0,fff70008
3611415000,4,1,0004fffa
3611425000,4,2,ff7fffa2
3611435000,4,3,00c6ff85
3611445000,4,4,ffea0104
3611455000,4,5,fff0ffef
3611465000,4,6,ff43ffd3
3611475000,4,7,00eafeed
3611485000,4,8,ffc10286
3611495000,4,9,fe94fe80
3611505000,4,10,02490034
3611515000,4,11,ff08ff65
3611525000,4,12,ff760052
3611535000,4,13,00d00083
3611545000,4,14,ff85ff8b
3611555000,4,15,00480025
3613435000,4,16,00300006
3613445000,4,17,ff790000
3613455000,4,18,00770006
3613465000,4,19,ff40ffa9
3613475000,4,20,014b00ba
3613485000,4,21,fedfff77
3613495000,4,22,0016ffb4
3613505000,4,23,00a000cb
3613515000,4,24,0078ffa4
3613525000,4,25,fedb009a
3613535000,4,26,ff3b0054
3613545000,4,27,01180007
3613555000,4,28,fffdffc4
3613565000,4,29,fefdffb3
3613575000,4,30,00d8009a
3613585000,4,31,ffb8ffc1
3615465000,5,0,ffc8fff4
3615475000,5,1,ff7eff88
3615485000,5,2,009effc8
3615495000,5,3,003000db
3615505000,5,4,ff47ff88
3615515000,5,5,00ff0001
3615525000,5,6,fea7008a
3615535000,5,7,ffa5000e
3615545000,5,8,01d6ff36
3615555000,5,9,0004016c
3615565000,5,10,fef20000
3615575000,5,11,ffc0fead
3615585000,5,12,006b006e
3615595000,5,13,0057ffd7
3615605000,5,14,ff99ff86
3615615000,5,15,007300a6
3617495000,5,16,0027ffe8
3617505000,5,17,0060fff3
3617515000,5,18,ff7d0049
3617525000,5,19,0066ff87
3617535000,5,20,ff11006d
3617545000,5,21,016a01f6
3617555000,5,22,fe35fc37
3617565000,5,23,00d801eb
3617575000,5,24,00bdffe0
3617585000,5,25,ff86ff5b
3617595000,5,26,ffd30189
3617605000,5,27,ffccfe97
3617615000,5,28,0047013b
3617625000,5,29,ffb4fed4
3617635000,5,30,00d700a7
3617645000,5,31,ff6affff
3619525000,6,0,fff5ffb9
3619535000,6,1,ffd40036
3619545000,6,2,006c0077
3619555000,6,3,ff56fe0e
3619565000,6,4,01600195
3619575000,6,5,fe670018
3619585000,6,6,ffa800a3
3619595000,6,7,01f5fde3
3619605000,6,8,feb10281
3619615000,6,9,00cafe8a
3619625000,6,10,ff3a0173
3619635000,6,11,0078febe
3619645000,6,12,ffa6fff1
3619655000,6,13,002f0010
3619665000,6,14,0066ffc3
3619675000,6,15,ffa90059
3621555000,6,16,fff80019
3621565000,6,17,0006ff84
3621575000,6,18,005f00c5
3621585000,6,19,ff3fff88
3621595000,6,20,007fffc5
3621605000,6,21,feed01bc
3621615000,6,22,0123fc44
3621625000,6,23,fffd029b
3621635000,6,24,0048ffd9
3621645000,6,25,ff14002a
3621655000,6,26,0075ff05
3621665000,6,27,ff47009c
3621675000,6,28,00850015
3621685000,6,29,ffcdff9e
3621695000,6,30,0035ffbe
3621705000,6,31,00390031
3623585000,7,0,ffc9ffdf
3623595000,7,1,0026002e
3623605000,7,2,ffc6ff73
3623615000,7,3,fffa00b2
3623625000,7,4,ff94ffca
3623635000,7,5,0115fe58
3623645000,7,6,ff1503c9
3623655000,7,7,0083fc8b
3623665000,7,8,00470233
3623675000,7,9,ff2affbe
3623685000,7,10,ffe6ff05
3623695000,7,11,00b60082
3623705000,7,12,006cffd8
3623715000,7,13,ff0b0018
3623725000,7,14,008fff73
3623735000,7,15,fffd007d
3625615000,7,16,000f0014
3625625000,7,17,ff8bffe4
3625635000,7,18,00cfffb1
3625645000,7,19,000c0054
3625655000,7,20,ff30000b
3625665000,7,21,00d500a7
3625675000,7,22,009cfd92
3625685000,7,23,ff5c0278
3625695000,7,24,fffffdf0
3625705000,7,25,00f3019e
3625715000,7,26,ff4dfff1
3625725000,7,27,fffaffcc
3625735000,7,28,003200f9
3625745000,7,29,ff55feb7
3625755000,7,30,0090007c
3625765000,7,31,000e0000
3627645000,8,0,ffb8ffde
3627655000,8,1,0066008e
3627665000,8,2,ff71ff32
3627675000,8,3,001efff4
3627685000,8,4,0044005b
3627695000,8,5,009efeed
3627705000,8,6,fec7034e
3627715000,8,7,010afce4
3627725000,8,8,ff000170
3627735000,8,9,ffbaff62
3627745000,8,10,0103ffc0
3627755000,8,11,ffa400e2
3627765000,8,12,003cff6b
3627775000,8,13,ff82005b
3627785000,8,14,0075ff5c
3627795000,8,15,000c005e
3629675000,8,16,fff60010
3629685000,8,17,ffb40031
3629695000,8,18,0066ffbc
3629705000,8,19,ffdeffa4
3629715000,8,20,ffe10095
3629725000,8,21,0028ff1e
3629735000,8,22,006b0037
3629745000,8,23,ff1e0003
3629755000,8,24,025cffa2
3629765000,8,25,fec000ab
3629775000,8,26,fef4ffd0
3629785000,8,27,00b2003c
3629795000,8,28,006dff61
3629805000,8,29,000c0046
3629815000,8,30,ffab0065
3629825000,8,31,006affad
3631705000,9,0,ffc4ffea
3631715000,9,1,00a5ffe3
3631725000,9,2,ff450009
3631735000,9,3,00bf0081
3631745000,9,4,ff21ffce
3631755000,9,5,0046feca
3631765000,9,6,ffcb00f5
3631775000,9,7,00550032
3631785000,9,8,008eff98
3631795000,9,9,fed9ffa3
3631805000,9,10,00e50101
3631815000,9,11,fed7ff43
3631825000,9,12,0191ffd8
3631835000,9,13,ff5800ec
3631845000,9,14,ffa7ff51
3631855000,9,15,00590056
3633735000,9,16,0020ffde
3633745000,9,17,00300037
3633755000,9,18,ff49ffe7
3633765000,9,19,0085ffe0
3633775000,9,20,ff1f00a7
3633785000,9,21,014fff4d
3633795000,9,22,fef30018
3633805000,9,23,00d4001b
3633815000,9,24,0044ff3a
3633825000,9,25,ffec01f5
3633835000,9,26,ff07ff93
3633845000,9,27,0077ff86
3633855000,9,28,ffa50029
3633865000,9,29,ff45ffa3
3633875000,9,30,0145001e
3633885000,9,31,ff30ffeb
3635765000,10,0,000bffc7
3635775000,10,1,ffd80007
3635785000,10,2,0085fff5
3635795000,10,3,ff4c007d
3635805000,10,4,00710021
3635815000,10,5,0009001b
3635825000,10,6,fed1fdaf
3635835000,10,7,02580297
3635845000,10,8,fe85fe99
3635855000,10,9,ffee006d
3635865000,10,10,0011ffb1
3635875000,10,11,002e0059
3635885000,10,12,006fff77
3635895000,10,13,ff1900ed
3635905000,10,14,0089ff3b
3635915000,10,15,ffe6008f
3637795000,10,16,ffe80006
3637805000,10,17,0048ffad
3637815000,10,18,ffbb0067
3637825000,10,19,ffb1ffb7
3637835000,10,20,ffdb0002
3637845000,10,21,0026ff92
3637855000,10,22,010fffd7
3637865000,10,23,fd910154
3637875000,10,24,02a0fdde
3637885000,10,25,fec40139
3637895000,10,26,001ffedd
3637905000,10,27,0083009f
3637915000,10,28,00a5006e
3637925000,10,29,ff220010
3637935000,10,30,0067ffe1
3637945000,10,31,ffefffde
3639825000,11,0,000cfff5
3639835000,11,1,ffa4fff8
3639845000,11,2,004aff69
3639855000,11,3,fffc01a5
3639865000,11,4,000cfecb
3639875000,11,5,ff8900a7
3639885000,11,6,00c0ff5e
3639895000,11,7,fece0001
3639905000,11,8,013effff
3639915000,11,9,fee8009e
3639925000,11,10,00f4ff21
3639935000,11,11,fffeff37
3639945000,11,12,013a0201
3639955000,11,13,fe1fff87
3639965000,11,14,0042ff08
3639975000,11,15,003400af
3641855000,11,16,0014ffdd
3641865000,11,17,fffbffe1
3641875000,11,18,002100b2
3641885000,11,19,0051ff37
3641895000,11,20,ffad0023
3641905000,11,21,007e00ae
3641915000,11,22,0031ffe8
3641925000,11,23,fdd7ffeb
3641935000,11,24,017efe9b
3641945000,11,25,00ab014f
3641955000,11,26,fff9003e
3641965000,11,27,ff01feaf
3641975000,11,28,00cd0145
3641985000,11,29,ff28ffa6
3641995000,11,30,00890018
3642005000,11,31,ffbbffcb
3643885000,12,0,ffc3ffb1
3643895000,12,1,00280003
3643905000,12,2,fff30083
3643915000,12,3,fff1ff1c
3643925000,12,4,001b009d
3643935000,12,5,ff650048
3643945000,12,6,ff50ff44
3643955000,12,7,0096ff30
3643965000,12,8,0243018b
3643975000,12,9,fcdeff15
3643985000,12,10,01410147
3643995000,12,11,00c3ff26
3644005000,12,12,ff33ff63
3644015000,12,13,0065014c
3644025000,12,14,ff70ff1e
3644035000,12,15,009e007a
3645915000,12,16,00090021
3645925000,12,17,ff8fffe3
3645935000,12,18,00a8004a
3645945000,12,19,ff79ff3d
3645955000,12,20,00720109
3645965000,12,21,ff86fec7
3645975000,12,22,005701b2
3645985000,12,23,fe0dff13
3645995000,12,24,034bfe69
3646005000,12,25,fef501eb
3646015000,12,26,ff96fff0
3646025000,12,27,ffcd00c3
3646035000,12,28,0066ff29
3646045000,12,29,ffbe005f
3646055000,12,30,000f0078
3646065000,12,31,0005ff89
3647945000,13,0,ffc9ffdc
3647955000,13,1,ffb60004
3647965000,13,2,00c1ffb1
3647975000,13,3,fffc007f
3647985000,13,4,fe74ffd6
3647995000,13,5,0183ffcc
3648005000,13,6,fdda0035
3648015000,13,7,0110fffe
3648025000,13,8,0175ff20
3648035000,13,9,ff3e0100
3648045000,13,10,fe7900fd
3648055000,13,11,021afde1
3648065000,13,12,ff5a0182
3648075000,13,13,0005ffd8
3648085000,13,14,ffa0ff71
3648095000,13,15,009e0052
3649975000,13,16,0003ffe3
3649985000,13,17,001bffa6
3649995000,13,18,006c00ed
3650005000,13,19,ff28ff2c
3650015000,13,20,000900f5
3650025000,13,21,008f0044
3650035000,13,22,00ffffa8
3650045000,13,23,fd220156
3650055000,13,24,01e1fd8f
3650065000,13,25,0095029e
3650075000,13,26,feacff65
3650085000,13,27,ff4eff8c
3650095000,13,28,011bffdd
3650105000,13,29,ff790048
3650115000,13,30,00c1fff2
3650125000,13,31,ff300032
3652005000,14,0,0001ffe9
3652015000,14,1,ffa5fffe
3652025000,14,2,00ce0054
3652035000,14,3,fee2feeb
3652045000,14,4,015500df
3652055000,14,5,ff270095
3652065000,14,6,fe2bff85
3652075000,14,7,0292ff33
3652085000,14,8,ffdd0033
3652095000,14,9,fe59fff4
3652105000,14,10,01ea0142
3652115000,14,11,ff48fea1
3652125000,14,12,00310105
3652135000,14,13,ff7fffdd
3652145000,14,14,0029ff85
3652155000,14,15,0030003d
3654035000,14,16,002affe4
3654045000,14,17,0000ffdf
3654055000,14,18,00100069
3654065000,14,19,ff850008
3654075000,14,20,004effcc
3654085000,14,21,ffb5ff56
3654095000,14,22,018d0160
3654105000,14,23,fdeaff17
3654115000,14,24,00f4ffe4
3654125000,14,25,007600cd
3654135000,14,26,ffcafeb7
3654145000,14,27,fffd010e
3654155000,14,28,0020ff38
3654165000,14,29,fff9005a
3654175000,14,30,009d005c
3654185000,14,31,ff30ffef
3656065000,15,0,ffefffba
3656075000,15,1,ffa4ffb1
3656085000,15,2,00cc006c
3656095000,15,3,ffbd00b8
3656105000,15,4,fe4aff30
3656115000,15,5,01cdffd9
3656125000,15,6,ff9900c2
3656135000,15,7,000efef9
3656145000,15,8,ffc700d4
3656155000,15,9,0080ff37
3656165000,15,10,ff800168
3656175000,15,11,010dfec6
3656185000,15,12,ff44ff92
3656195000,15,13,003f0163
3656205000,15,14,ff87fe72
3656215000,15,15,0048010d
3658095000,15,16,fff3ffe4
3658105000,15,17,004a003a
3658115000,15,18,ff9dffdb
3658125000,15,19,00ab000b
3658135000,15,20,ff220035
3658145000,15,21,010dfff2
3658155000,15,22,ff6bffaa
3658165000,15,23,fe8b0094
3658175000,15,24,0241fe0e
3658185000,15,25,001e01c4
3658195000,15,26,ff5500b1
3658205000,15,27,ff8dff09
3658215000,15,28,00ca0001
3658225000,15,29,ffbf0068
3658235000,15,30,ffdb005a
3658245000,15,31,0031ff78
3660125000,16,0,fffdffcd
3660135000,16,1,002dffaa
3660145000,16,2,fff80045
3660155000,16,3,ffc30039
3660165000,16,4,0090000e
3660175000,16,5,fee300b6
3660185000,16,6,ffa3fdd6
3660195000,16,7,01a600f0
3660205000,16,8,fed50179
3660215000,16,9,0099fe9a
3660225000,16,10,ff0c00ef
3660235000,16,11,01fbfe75
3660245000,16,12,fe360160
3660255000,16,13,010fffb6
3660265000,16,14,ffc1ff52
3660275000,16,15,ffe400a2
3662155000,16,16,ffe90023
3662165000,16,17,0022ffda
3662175000,16,18,ffbc0091
3662185000,16,19,008cfef8
3662195000,16,20,ff1f0178
3662205000,16,21,0055fdd2
3662215000,16,22,00430168
3662225000,16,23,fee3ff63
3662235000,16,24,022300f9
3662245000,16,25,fe04fe4e
3662255000,16,26,0112017b
3662265000,16,27,ff4eff5a
3662275000,16,28,0161ff94
3662285000,16,29,fffd00ce
3662295000,16,30,ff5300c4
3662305000,16,31,005bff23
3664185000,17,0,0028ffe1
3664195000,17,1,ffc8fff4
3664205000,17,2,00440016
3664215000,17,3,ff85fff7
3664225000,17,4,01db0095
3664235000,17,5,fd12009d
3664245000,17,6,00f5fe82
3664255000,17,7,00e8ffc1
3664265000,17,8,ff7000d5
3664275000,17,9,009cff62
3664285000,17,10,00cc007e
3664295000,17,11,fdebffa7
3664305000,17,12,015d0061
3664315000,17,13,ff8aff91
3664325000,17,14,00230036
3664335000,17,15,ffb00025
3666215000,17,16,0015ffcc
3666225000,17,17,005d0022
3666235000,17,18,ffb6ffcf
3666245000,17,19,00290014
3666255000,17,20,ff470101
3666265000,17,21,005ffec8
3666275000,17,22,00c9ff55
3666285000,17,23,ff2a008c
3666295000,17,24,011100ac
3666305000,17,25,ffa3001c
3666315000,17,26,ff30ffdd
3666325000,17,27,00a5004a
3666335000,17,28,ffb7ffaf
3666345000,17,29,ff3d000a
3666355000,17,30,0115ffd7
3666365000,17,31,ff740016
3668245000,18,0,ffefffcd
3668255000,18,1,0036005b
3668265000,18,2,ffcdffc8
3668275000,18,3,0022ff88
3668285000,18,4,01200089
3668295000,18,5,fd7200ef
3668305000,18,6,0128fde1
3668315000,18,7,00220096
3668325000,18,8,008100af
3668335000,18,9,ff54ff03
3668345000,18,10,001700d8
3668355000,18,11,0062ff42
3668365000,18,12,fe6401b7
3668375000,18,13,0220fed7
3668385000,18,14,fee0003b
3668395000,18,15,005e0004
3670275000,18,16,ffc30013
3670285000,18,17,0077ffb9
3670295000,18,18,ff4900bb
3670305000,18,19,0012ff13
3670315000,18,20,006d00b7
3670325000,18,21,fff5002f
3670335000,18,22,ffbcff52
3670345000,18,23,fe6500a0
3670355000,18,24,0347ff25
3670365000,18,25,fe3700f3
3670375000,18,26,008bff6d
3670385000,18,27,ff12007d
3670395000,18,28,00e1ff15
3670405000,18,29,00210081
3670415000,18,30,ffb8009a
3670425000,18,31,fff3ff8c
3672305000,19,0,fff9ffc7
3672315000,19,1,ffc6ffc0
3672325000,19,2,00450035
3672335000,19,3,0033000a
3672345000,19,4,00460008
3672355000,19,5,ff2600ee
3672365000,19,6,ffdcfd32
3672375000,19,7,00210171
3672385000,19,8,0133016b
3672395000,19,9,fdc6ff96
3672405000,19,10,0191ffb1
3672415000,19,11,ff03ff1e
3672425000,19,12,01060096
3672435000,19,13,ff76008c
3672445000,19,14,0026fee0
3672455000,19,15,003100cf
3674335000,19,16,fff60009
3674345000,19,17,008c005e
3674355000,19,18,ff3c0024
3674365000,19,19,001eff34
3674375000,19,20,001100d5
3674385000,19,21,0050febd
3674395000,19,22,ffaa01a9
3674405000,19,23,ffb2fec3
3674415000,19,24,00fa006b
3674425000,19,25,ff90002c
3674435000,19,26,ffc2002a
3674445000,19,27,ffaa0026
3674455000,19,28,00dfff67
3674465000,19,29,ff7000f9
3674475000,19,30,00280059
3674485000,19,31,ffcaff33
3676365000,20,0,0006ff9c
3676375000,20,1,ffbbfff6
3676385000,20,2,003c00c5
3676395000,20,3,0072fe7f
3676405000,20,4,002c01c1
3676415000,20,5,fde1ffd0
3676425000,20,6,01d8fdbc
3676435000,20,7,ff83018a
3676445000,20,8,0044ff52
3676455000,20,9,0015010e
3676465000,20,10,ff06ffe1
3676475000,20,11,012eff09
3676485000,20,12,feb600bd
3676495000,20,13,012bfff8
3676505000,20,14,ff82ffc2
3676515000,20,15,00390092
3678395000,20,16,ffdffff5
3678405000,20,17,ffc5fffb
3678415000,20,18,007e0050
3678425000,20,19,ff73ffcd
3678435000,20,20,0056ffa6
3678445000,20,21,ff68ffad
3678455000,20,22,01b50134
3678465000,20,23,fc59ff5b
3678475000,20,24,03abfe53
3678485000,20,25,ffd100e7
3678495000,20,26,fee6006c
3678505000,20,27,00df0019
3678515000,20,28,ff50ffba
3678525000,20,29,004a001d
3678535000,20,30,ffff0018
3678545000,20,31,00050003
3680425000,21,0,fffd0005
3680435000,21,1,ffb2fff2
3680445000,21,2,000bff2d
3680455000,21,3,01270137
3680465000,21,4,fe4c010e
3680475000,21,5,010bfddb
3680485000,21,6,00210035
3680495000,21,7,feec0145
3680505000,21,8,028dff59
3680515000,21,9,fd1a00a0
3680525000,21,10,018fff41
3680535000,21,11,ff170049
3680545000,21,12,00d2ff38
3680555000,21,13,ff410073
3680565000,21,14,0065ffd1
3680575000,21,15,fff60043
3682455000,21,16,00370001
3682465000,21,17,ffdcffc3
3682475000,21,18,00aafff4
3682485000,21,19,fefd0081
3682495000,21,20,005dffa6
3682505000,21,21,ffdb001a
3682515000,21,22,0103ffc7
3682525000,21,23,ff3600a5
3682535000,21,24,00effd99
3682545000,21,25,009e026f
3682555000,21,26,feaaffcc
3682565000,21,27,0049000d
3682575000,21,28,000dff34
3682585000,21,29,ff6700dc
3682595000,21,30,0139ff4d
3682605000,21,31,ff28003d
3684485000,22,0,ffec000c
3684495000,22,1,00510075
3684505000,22,2,ff31fee5
3684515000,22,3,00c70050
3684525000,22,4,ffe101b3
3684535000,22,5,0001fdab
3684545000,22,6,ffe80128
3684555000,22,7,00cfffe0
3684565000,22,8,feba0094
3684575000,22,9,ffcbff93
3684585000,22,10,014dff3f
3684595000,22,11,ff63013e
3684605000,22,12,003dfedd
3684615000,22,13,ffc700f1
3684625000,22,14,ffeeff3c
3684635000,22,15,000b0036
3686515000,22,16,fff2000c
3686525000,22,17,0006ffd3
3686535000,22,18,ffa5ffb2
3686545000,22,19,00dc0063
3686555000,22,20,fe8f0025
3686565000,22,21,019cfece
3686575000,22,22,00780063
3686585000,22,23,fddd00b3
3686595000,22,24,02deffac
3686605000,22,25,fdb0002b
3686615000,22,26,0151ffb0
3686625000,22,27,ffc40051
3686635000,22,28,0065ffdf
3686645000,22,29,ff8e0060
3686655000,22,30,fff6ffbf
3686665000,22,31,004bffdd
3688545000,23,0,fff6ffce
3688555000,23,1,ffbaffe2
3688565000,23,2,0096ffc3
3688575000,23,3,ff2500de
3688585000,23,4,0136fef4
3688595000,23,5,fe790106
3688605000,23,6,009afeda
3688615000,23,7,0075000a
3688625000,23,8,ff6001aa
3688635000,23,9,001aff1c
3688645000,23,10,000a00b5
3688655000,23,11,002dfee4
3688665000,23,12,ffd80038
3688675000,23,13,009f008c
3688685000,23,14,ff12fef2
3688695000,23,15,009d00bc
3690575000,23,16,00020015
3690585000,23,17,003a0019
3690595000,23,18,ff96000b
3690605000,23,19,0109ffc2
3690615000,23,20,fe0b0124
3690625000,23,21,0142ff6f
3690635000,23,22,ffa1feca
3690645000,23,23,ffcf00e8
3690655000,23,24,0096ff8d
3690665000,23,25,ffbe00ef
3690675000,23,26,0014004f
3690685000,23,27,fef5ffc2
3690695000,23,28,0075ffd6
3690705000,23,29,00baff99
3690715000,23,30,ff3d0160
3690725000,23,31,000fff04
3692605000,24,0,ffdefffa
3692615000,24,1,0026ffd1
3692625000,24,2,ffdb004f
3692635000,24,3,00a0ff36
3692645000,24,4,febd0167
3692655000,24,5,01c1ffb3
3692665000,24,6,fe77fe3d
3692675000,24,7,0092018c
3692685000,24,8,0066ff9a
3692695000,24,9,00880091
3692705000,24,10,fdf3005b
3692715000,24,11,0094fe82
3692725000,24,12,00eb010d
3692735000,24,13,ff45ff97
3692745000,24,14,0067ffb9
3692755000,24,15,ffee0068
3694635000,24,16,fffafff5
3694645000,24,17,002a002e
3694655000,24,18,ff50002d
3694665000,24,19,008aff65
3694675000,24,20,ff5f000c
3694685000,24,21,013cff2a
3694695000,24,22,ff0801b5
3694705000,24,23,ff2aff08
3694715000,24,24,026e003d
3694725000,24,25,fd90ffd8
3694735000,24,26,004c001f
3694745000,24,27,0118002b
3694755000,24,28,fea5ffca
3694765000,24,29,00d6ff18
3694775000,24,30,fff0013f
3694785000,24,31,0018ff38
3696665000,25,0,ffb50020
3696675000,25,1,fff5ff46
3696685000,25,2,006b0125
3696695000,25,3,feddff30
3696705000,25,4,0212016f
3696715000,25,5,fe43ff60
3696725000,25,6,0054fe98
3696735000,25,7,00d10102
3696745000,25,8,ff810006
3696755000,25,9,00e100a4
3696765000,25,10,ff8dfedf
3696775000,25,11,fec5006a
3696785000,25,12,0130ffd3
3696795000,25,13,ffa3ffca
3696805000,25,14,ff640014
3696815000,25,15,00a90038
3698695000,25,16,ffe7ffd2
3698705000,25,17,00a70029
3698715000,25,18,ff890079
3698725000,25,19,0099ff4d
3698735000,25,20,fdc400c3
3698745000,25,21,02dcff73
3698755000,25,22,feaeffa4
3698765000,25,23,ffdb0053
3698775000,25,24,0119ffa0
3698785000,25,25,ffb30075
3698795000,25,26,00b1ff6f
3698805000,25,27,fed100e3
3698815000,25,28,ffe4ffb7
3698825000,25,29,0076ff73
3698835000,25,30,001800a8
3698845000,25,31,ffb7ff89
3700725000,26,0,ffd3fffa
3700735000,26,1,005bfffb
3700745000,26,2,ffc10007
3700755000,26,3,ffd8ff7b
3700765000,26,4,00f500f3
3700775000,26,5,feaf0088
3700785000,26,6,ff43fe01
3700795000,26,7,00b80173
3700805000,26,8,00a9fecc
3700815000,26,9,ffeb0263
3700825000,26,10,ffa1fd8b
3700835000,26,11,ffc0011b
3700845000,26,12,007b001f
3700855000,26,13,008fff5e
3700865000,26,14,ff5f00a5
3700875000,26,15,003cffa3
3702755000,26,16,ffd80010
3702765000,26,17,007fffd0
3702775000,26,18,ff5900c4
3702785000,26,19,ffc5ff41
3702795000,26,20,00290051
3702805000,26,21,00c1ffa5
3702815000,26,22,ff9a007c
3702825000,26,23,ff0900b4
3702835000,26,24,01e8ff38
3702845000,26,25,fdbfffce
3702855000,26,26,01dbff10
3702865000,26,27,ff5f015d
3702875000,26,28,0077ff63
3702885000,26,29,ffb10009
3702895000,26,30,006a008c
3702905000,26,31,ffbbffaa
3704785000,27,0,fff2000a
3704795000,27,1,0044ffb1
3704805000,27,2,ff74fffb
3704815000,27,3,ffee00da
3704825000,27,4,0092febc
3704835000,27,5,010e0182
3704845000,27,6,fd13fe2b
3704855000,27,7,027a0105
3704865000,27,8,ff2200e8
3704875000,27,9,ff4aff63
3704885000,27,10,0040ff25
3704895000,27,11,012affaa
3704905000,27,12,ff7600fa
3704915000,27,13,fff8004a
3704925000,27,14,ffa5ff85
3704935000,27,15,0052001f
3706815000,27,16,0003fff5
3706825000,27,17,0004008d
3706835000,27,18,ff63ff03
3706845000,27,19,01ba00d5
3706855000,27,20,fe1d0032
3706865000,27,21,0114ffe8
3706875000,27,22,002600f3
3706885000,27,23,fe7bfe78
3706895000,27,24,0169009f
3706905000,27,25,ff68ffc3
3706915000,27,26,00170097
